order_id,order_date,product,category,quantity,unit_price,region,sales_channel,revenue,month
ORD-10105,2025-10-28,Wireless Mouse,Electronics,5,35.55,North,Wholesale,177.75,2025-10
ORD-10022,2025-10-30,Laptop Pro 14,Electronics,3,1172.23,East,Online,3516.69,2025-10
ORD-10040,2025-11-01,Notebook Pack,Stationery,1,19.0,South,Wholesale,19.0,2025-11
ORD-10190,2025-11-01,Notebook Pack,Stationery,1,18.51,East,Online,18.51,2025-11
ORD-10072,2025-11-03,Pen Set,Stationery,2,10.88,West,Retail,21.76,2025-11
ORD-10039,2025-11-04,Laptop Pro 14,Electronics,6,1490.19,East,Wholesale,8941.14,2025-11
ORD-10241,2025-11-05,Backpack,Accessories,2,63.09,West,Retail,126.18,2025-11
ORD-10253,2025-11-06,Backpack,Accessories,4,50.17,North,Retail,200.68,2025-11
ORD-10043,2025-11-06,Office Chair,Furniture,7,304.66,West,Retail,2132.62,2025-11
ORD-10126,2025-11-07,Office Chair,Furniture,1,256.29,East,Online,256.29,2025-11
ORD-10037,2025-11-07,Noise-Canceling Headphones,Electronics,6,193.75,North,Online,1162.5,2025-11
ORD-10270,2025-11-08,Pen Set,Stationery,4,12.67,South,Wholesale,50.68,2025-11
ORD-10167,2025-11-08,Wireless Mouse,Electronics,2,41.23,North,Wholesale,82.46,2025-11
ORD-10089,2025-11-09,Notebook Pack,Stationery,3,19.44,East,Wholesale,58.32,2025-11
ORD-10238,2025-11-09,Pen Set,Stationery,5,13.87,West,Online,69.35,2025-11
ORD-10155,2025-11-11,Pen Set,Stationery,1,12.79,North,Online,12.79,2025-11
ORD-10165,2025-11-11,Office Chair,Furniture,5,258.52,East,Retail,1292.6,2025-11
ORD-10114,2025-11-17,Mechanical Keyboard,Electronics,5,95.11,East,Wholesale,475.55,2025-11
ORD-10236,2025-11-18,Standing Desk,Furniture,3,508.25,South,Retail,1524.75,2025-11
ORD-10215,2025-11-19,Notebook Pack,Stationery,4,19.41,North,Online,77.64,2025-11
ORD-10228,2025-11-19,Notebook Pack,Stationery,4,20.85,North,Retail,83.4,2025-11
ORD-10163,2025-11-21,Pen Set,Stationery,6,12.49,South,Online,74.94,2025-11
ORD-10003,2025-11-22,Notebook Pack,Stationery,4,16.7,South,Online,66.8,2025-11
ORD-10323,2025-11-22,Laptop Pro 14,Electronics,5,1383.53,East,Wholesale,6917.65,2025-11
ORD-10293,2025-11-23,Desk Lamp,Furniture,2,44.07,South,Wholesale,88.14,2025-11
ORD-10024,2025-11-23,Pen Set,Stationery,2,11.72,South,Retail,23.44,2025-11
ORD-10049,2025-11-24,Notebook Pack,Stationery,6,17.25,East,Online,103.5,2025-11
ORD-10020,2025-11-24,Office Chair,Furniture,1,278.62,East,Wholesale,278.62,2025-11
ORD-10103,2025-11-24,Office Chair,Furniture,1,285.39,West,Wholesale,285.39,2025-11
ORD-10234,2025-11-26,Standing Desk,Furniture,2,471.78,South,Online,943.56,2025-11
ORD-10080,2025-11-26,Desk Lamp,Furniture,5,55.59,South,Wholesale,277.95,2025-11
ORD-10085,2025-11-28,Laptop Pro 14,Electronics,7,1404.42,North,Online,9830.94,2025-11
ORD-10213,2025-11-30,Wireless Mouse,Electronics,7,39.24,South,Online,274.68,2025-11
ORD-10158,2025-12-02,Desk Lamp,Furniture,7,50.01,South,Online,350.07,2025-12
ORD-10249,2025-12-02,Mechanical Keyboard,Electronics,3,111.98,West,Retail,335.94,2025-12
ORD-10035,2025-12-03,Pen Set,Stationery,7,11.57,South,Online,80.99,2025-12
ORD-10168,2025-12-04,Laptop Pro 14,Electronics,3,1296.89,North,Wholesale,3890.67,2025-12
ORD-10160,2025-12-06,Noise-Canceling Headphones,Electronics,6,180.73,East,Retail,1084.38,2025-12
ORD-10295,2025-12-06,Backpack,Accessories,5,53.67,East,Retail,268.35,2025-12
ORD-10031,2025-12-07,Office Chair,Furniture,2,269.61,West,Online,539.22,2025-12
ORD-10032,2025-12-07,Mechanical Keyboard,Electronics,6,95.61,West,Wholesale,573.66,2025-12
ORD-10131,2025-12-07,Pen Set,Stationery,2,11.84,South,Online,23.68,2025-12
ORD-10171,2025-12-07,Office Chair,Furniture,6,255.24,West,Retail,1531.44,2025-12
ORD-10045,2025-12-08,Laptop Pro 14,Electronics,4,1480.26,South,Retail,5921.04,2025-12
ORD-10185,2025-12-08,Noise-Canceling Headphones,Electronics,3,188.37,North,Wholesale,565.11,2025-12
ORD-10196,2025-12-08,Pen Set,Stationery,1,12.69,South,Online,12.69,2025-12
ORD-10148,2025-12-09,Office Chair,Furniture,5,323.01,North,Retail,1615.05,2025-12
ORD-10211,2025-12-09,Office Chair,Furniture,5,278.93,North,Online,1394.65,2025-12
ORD-10062,2025-12-10,Standing Desk,Furniture,4,505.6,West,Retail,2022.4,2025-12
ORD-10180,2025-12-10,Laptop Pro 14,Electronics,2,1300.875,East,Retail,2601.75,2025-12
ORD-10139,2025-12-10,Noise-Canceling Headphones,Electronics,1,195.12,West,Wholesale,195.12,2025-12
ORD-10044,2025-12-14,Laptop Pro 14,Electronics,2,1433.15,East,Retail,2866.3,2025-12
ORD-10337,2025-12-16,Standing Desk,Furniture,4,520.44,North,Retail,2081.76,2025-12
ORD-10018,2025-12-16,Noise-Canceling Headphones,Electronics,2,244.25,South,Retail,488.5,2025-12
ORD-10232,2025-12-16,Mechanical Keyboard,Electronics,3,99.38,West,Retail,298.14,2025-12
ORD-10324,2025-12-16,Standing Desk,Furniture,2,535.55,East,Wholesale,1071.1,2025-12
ORD-10226,2025-12-17,Standing Desk,Furniture,4,584.23,South,Retail,2336.92,2025-12
ORD-10142,2025-12-18,Noise-Canceling Headphones,Electronics,4,212.11,East,Retail,848.44,2025-12
ORD-10091,2025-12-18,Backpack,Accessories,5,56.0,West,Retail,280.0,2025-12
ORD-10245,2025-12-19,Notebook Pack,Stationery,1,16.41,North,Retail,16.41,2025-12
ORD-10023,2025-12-20,Backpack,Accessories,7,47.74,West,Online,334.18,2025-12
ORD-10169,2025-12-21,Backpack,Accessories,3,55.5,South,Online,166.5,2025-12
ORD-10275,2025-12-21,Office Chair,Furniture,7,273.47,North,Retail,1914.29,2025-12
ORD-10021,2025-12-22,Notebook Pack,Stationery,6,16.08,North,Online,96.48,2025-12
ORD-10191,2025-12-23,Laptop Pro 14,Electronics,2,1267.56,West,Wholesale,2535.12,2025-12
ORD-10119,2025-12-23,Office Chair,Furniture,6,249.92,North,Retail,1499.52,2025-12
ORD-10116,2025-12-24,Mechanical Keyboard,Electronics,2,102.4,East,Retail,204.8,2025-12
ORD-10113,2025-12-25,Noise-Canceling Headphones,Electronics,7,195.26,West,Online,1366.82,2025-12
ORD-10251,2025-12-26,Office Chair,Furniture,3,240.63,South,Online,721.89,2025-12
ORD-10176,2025-12-27,Office Chair,Furniture,1,255.39,South,Wholesale,255.39,2025-12
ORD-10186,2025-12-28,Laptop Pro 14,Electronics,7,1210.67,North,Online,8474.69,2025-12
ORD-10017,2025-12-28,Desk Lamp,Furniture,1,41.32,East,Retail,41.32,2025-12
ORD-10108,2025-12-29,Backpack,Accessories,4,49.54,North,Wholesale,198.16,2025-12
ORD-10351,2025-12-29,Mechanical Keyboard,Electronics,6,102.3,East,Online,613.8,2025-12
ORD-10136,2025-12-29,Office Chair,Furniture,2,289.64,South,Wholesale,579.28,2025-12
ORD-10144,2025-12-30,Backpack,Accessories,7,68.27,West,Online,477.89,2025-12
ORD-10070,2025-12-30,Wireless Mouse,Electronics,1,34.1,North,Wholesale,34.1,2025-12
